0_Absolute energy,0_Average power,0_ECDF Percentile Count_0,0_ECDF Percentile Count_1,0_ECDF Percentile_0,0_ECDF Percentile_1,0_ECDF_0,0_ECDF_1,0_ECDF_2,0_ECDF_3,0_ECDF_4,0_ECDF_5,0_ECDF_6,0_ECDF_7,0_ECDF_8,0_ECDF_9,0_Entropy,0_Histogram mode,0_Interquartile range,0_Kurtosis,0_Max,0_Mean,0_Mean absolute deviation,0_Median,0_Median absolute deviation,0_Min,0_Peak to peak distance,0_Root mean square,0_Skewness,0_Standard deviation,0_Variance,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_delta_mean_1,mfcc_delta_mean_2,mfcc_delta_mean_3,mfcc_delta_mean_4,mfcc_delta_mean_5,mfcc_delta_mean_6,mfcc_delta_mean_7,mfcc_delta_mean_8,mfcc_delta_mean_9,mfcc_delta_mean_10,mfcc_delta_mean_11,mfcc_delta_mean_12,mfcc_delta_mean_13,label,filename
216.96357599572835,112.24189135836956,6185.0,24743.0,-0.027644500136375427,0.027705304324626923,3.233211549031653e-05,6.466423098063306e-05,9.699634647094959e-05,0.00012932846196126612,0.00016166057745158267,0.00019399269294189918,0.00022632480843221573,0.00025865692392253224,0.00029098903941284876,0.00032332115490316533,0.9999523146641771,0.09027266204357143,0.043848127126693726,33.57510136570279,0.9823139309883118,-6.119768050869538e-05,0.03870998071341835,0.0001093879109248519,0.021881168358959258,-1.0,1.9823139309883118,0.08375494848834877,-0.017829304966958268,0.08375492613052594,0.0070148876511298575,-116.80677032470703,9.008852005004883,-4.235133171081543,-4.200055122375488,-7.366502285003662,1.4362623691558838,-3.0516202449798584,2.0477840900421143,-2.210123062133789,1.938742995262146,-3.488138198852539,1.8019144535064697,-2.476165771484375,33.30162048339844,23.2463436126709,10.038399696350098,18.024513244628906,12.407720565795898,3.3678221702575684,4.675421237945557,5.2728800773620605,3.8009161949157715,4.2582831382751465,3.025693893432617,2.859448194503784,3.5864968299865723,0.042004842311143875,0.0012525159399956465,-0.04081231728196144,-0.031762633472681046,-0.05503731593489647,-0.06658826768398285,-0.026874732226133347,0.002588983392342925,-0.005739978980273008,-0.0008538159891031682,0.008340983651578426,-0.04743975028395653,-0.04346996918320656,0,buka1.wav
537.7209479388034,579.4797041167142,2969.0,11878.0,-0.09435103088617325,0.08673983067274094,6.734913793103448e-05,0.00013469827586206896,0.00020204741379310345,0.00026939655172413793,0.00033674568965517244,0.0004040948275862069,0.0004714439655172414,0.0005387931034482759,0.0006061422413793104,0.0006734913793103449,0.9999805601875325,0.06577845513820657,0.11877757590264082,3.619363667085162,0.9377790093421936,-0.0002901330505380045,0.11771491511363591,-0.0008315035956911743,0.05903394130291417,-1.0,1.9377790093421936,0.19030250206220906,0.04780163771259454,0.19030228089529055,0.03621495811395007,-279.1708679199219,168.1230926513672,19.304899215698242,-29.261655807495117,-38.243412017822266,0.18341469764709473,-17.93978500366211,-9.653773307800293,-4.46074914932251,-17.252328872680664,-9.51089096069336,-4.315126419067383,-5.81097412109375,84.86994934082031,40.25410079956055,47.211212158203125,36.39352798461914,23.12129020690918,18.838178634643555,17.94086456298828,13.591108322143555,15.853302955627441,14.020766258239746,9.996099472045898,11.606513023376465,9.7979097366333,-2.970900058746338,0.2787425220012665,-1.0541298389434814,-2.1715199947357178,-1.2046316862106323,0.36452516913414,-1.251326084136963,-0.6474441289901733,0.9454662799835205,0.6032869815826416,0.17550128698349,-0.5362669229507446,0.09677704423666,0,buka10.wav
211.0741920090461,128.25897505391887,5266.0,21065.0,-0.028096983209252357,0.028335243463516235,3.797660641045116e-05,7.595321282090232e-05,0.00011392981923135349,0.00015190642564180464,0.0001898830320522558,0.00022785963846270698,0.00026583624487315813,0.0003038128512836093,0.00034178945769406044,0.0003797660641045116,0.9999844830139956,-0.09614139497280122,0.04419757938012481,24.97849809371078,1.0,4.435773019461928e-06,0.04365234596695552,0.00038109808519948274,0.02210155776992906,-0.9929843544960022,1.9929843544960022,0.08953145544070833,0.287568633029672,0.0895314553308247,0.00801588149365546,-117.19574737548828,12.436991691589355,-3.3227193355560303,-2.615659475326538,-9.33510684967041,-0.5511588454246521,-5.307280540466309,0.45808377861976624,-1.0953947305679321,1.8129386901855469,-5.204644203186035,1.9205271005630493,-0.519913911819458,36.42198944091797,24.6508846282959,11.931082725524902,12.126762390136719,14.472007751464844,5.710987567901611,5.076427936553955,5.61279821395874,6.27370023727417,7.785429000854492,5.64239501953125,3.540321111679077,4.581962585449219,0.33312466740608215,0.15068979561328888,0.15835364162921906,0.04485446214675903,0.0033096338156610727,0.006276166066527367,0.09111419320106506,0.1008838340640068,0.023503901436924934,0.09790663421154022,-0.013846607878804207,-0.034368421882390976,0.08920727670192719,0,buka100.wav
1688.214349291432,1285.2181371586294,4203.0,16814.0,-0.23369602859020233,0.22464919090270996,4.7578266247977927e-05,9.515653249595585e-05,0.00014273479874393378,0.0001903130649919117,0.0002378913312398896,0.00028546959748786756,0.0003330478637358455,0.0003806261299838234,0.00042820439623180134,0.0004757826624797792,0.999986746389841,-0.0309006690979004,0.34826044365763664,0.29033373915390026,1.0,-0.00014819641231442104,0.21217640568910778,-0.00015021160652395338,0.1741534247994423,-0.8743648529052734,1.8743648529052734,0.2834119118778259,0.2369302533625743,0.2834118731317867,0.08032228983206793,-182.9911346435547,133.40382385253906,14.69548511505127,-22.27566909790039,-62.35692596435547,3.3503425121307373,-12.810282707214355,-13.272584915161133,1.4670257568359375,1.7654426097869873,-9.933265686035156,-7.262421607971191,-13.296873092651367,82.52035522460938,16.873334884643555,35.576446533203125,20.097911834716797,18.1470947265625,16.220752716064453,12.014392852783203,12.892146110534668,8.548068046569824,8.530776023864746,8.539777755737305,10.952322006225586,6.189850807189941,2.913398265838623,0.15560650825500488,-2.2067623138427734,-1.0542163848876953,-0.07157333940267563,0.764485239982605,0.3851291239261627,-0.020630382001399994,0.09250050783157349,0.5390622019767761,0.7388702034950256,0.8271288871765137,0.15708637237548828,0,buka11.wav
621.305689900065,571.0858297467133,3481.0,13926.0,-0.03593837469816208,0.037357352674007416,5.744485294117647e-05,0.00011488970588235294,0.00017233455882352942,0.00022977941176470588,0.00028722426470588236,0.00034466911764705885,0.0004021139705882353,0.00045955882352941176,0.0005170036764705882,0.0005744485294117647,0.9999999999999999,-0.08078624308109283,0.03234264953061938,5.551628984932551,1.0,-0.00016189182907223304,0.09613541462355432,-0.00018288843421032652,0.01619090512394905,-0.9650658965110779,1.9650658965110779,0.18892012594698698,0.1346925142316968,0.1889200565817751,0.0356907877788611,-320.2911682128906,121.07331085205078,5.5562896728515625,-13.027857780456543,-45.090572357177734,-6.082510948181152,-1.6282037496566772,-6.706923961639404,0.09501165896654129,-3.277177095413208,1.1313896179199219,-2.370230197906494,-4.538267135620117,130.58013916015625,50.708251953125,55.210670471191406,21.04506492614746,30.080842971801758,21.827289581298828,12.055405616760254,13.133881568908691,12.444539070129395,11.973033905029297,19.558940887451172,11.511164665222168,8.862852096557617,-0.07669579982757568,-1.5212321281433105,-1.092917799949646,0.05947644263505936,0.043709319084882736,1.0330754518508911,0.5018023252487183,0.7299387454986572,1.2937450408935547,0.9200124740600586,0.6210670471191406,-0.06062770634889603,0.22265759110450745,0,buka12.wav
667.8240028696432,834.8452258703252,2560.0,10240.0,-0.14192481338977814,0.14293207228183746,7.8125e-05,0.00015625,0.000234375,0.0003125,0.000390625,0.00046875,0.000546875,0.000625,0.000703125,0.00078125,0.9999885479590356,0.07483443915843968,0.1761238481849432,1.6647571714646618,0.9542444348335266,-6.39804673470111e-05,0.15153769484584637,-3.548754102666862e-05,0.08775548594348948,-1.0,1.9542444348335266,0.22841573987838684,0.0005121353414126615,0.22841573091775152,0.052173746130690674,-248.92381286621094,147.61163330078125,6.702875137329102,-27.976959228515625,-75.88136291503906,-4.42698860168457,-17.4864559173584,-5.10889196395874,9.24984073638916,-9.9537353515625,-19.59439468383789,-24.04698371887207,-2.980402946472168,127.0838394165039,35.007286071777344,66.25182342529297,24.85114288330078,27.645217895507812,26.104854583740234,18.197229385375977,10.103639602661133,12.989322662353516,18.899412155151367,11.084673881530762,9.56682300567627,8.802475929260254,-1.6281381845474243,-3.375521659851074,-3.5352721214294434,-2.257978677749634,0.2525474727153778,0.9592082500457764,-1.0393311977386475,-0.2579941153526306,1.4052878618240356,2.0683629512786865,0.3382635712623596,-0.22206002473831177,-0.6106356382369995,0,buka13.wav
365.9866674000625,762.5715169163954,1536.0,6144.0,-0.08027255535125732,0.07874240726232529,0.00013020833333333333,0.00026041666666666666,0.000390625,0.0005208333333333333,0.0006510416666666666,0.00078125,0.0009114583333333333,0.0010416666666666667,0.001171875,0.0013020833333333333,1.0,-0.06543692648410798,0.09427743777632713,4.052410369175231,1.0,-0.00011650400476499456,0.12599509684031374,0.00014089493197388947,0.04719051718711853,-0.9371580481529236,1.9371580481529236,0.21829913876234863,0.0889860115839329,0.21829910767385197,0.047654500411200014,-238.11749267578125,115.3947525024414,-39.97736358642578,-46.45909118652344,-40.36888122558594,20.20378875732422,-20.69367218017578,10.240736961364746,-2.6892333030700684,-20.071250915527344,-16.678382873535156,-2.8453168869018555,-10.232227325439453,114.84539031982422,44.02775192260742,62.94139862060547,16.82652473449707,23.83423614501953,25.538036346435547,22.040645599365234,17.996240615844727,17.1610050201416,9.779102325439453,7.977471828460693,6.8577961921691895,6.435662746429443,3.5620336532592773,-8.728973388671875,-9.332809448242188,-1.295361876487732,2.9990200996398926,4.538009166717529,0.180475115776062,3.2318336963653564,3.244774341583252,1.7384703159332275,0.06506854295730591,0.8811181783676147,-0.5801534652709961,0,buka14.wav
398.88214886588594,656.1236128152744,1945.0,7782.0,-0.09866929054260254,0.09533319622278214,0.00010279605263157894,0.00020559210526315788,0.0003083881578947368,0.00041118421052631577,0.0005139802631578947,0.0006167763157894736,0.0007195723684210526,0.0008223684210526315,0.0009251644736842105,0.0010279605263157894,0.9999844811873363,-0.083114230632782,0.11799181904643774,3.0287350660282826,1.0,-0.00010510128276491016,0.12549452715295972,5.22170353178808e-06,0.05893791351604705,-0.9692986011505127,1.9692986011505127,0.20249323536507316,-0.026609474532225272,0.20249320808939567,0.04100349932233529,-236.5290985107422,114.63951110839844,-35.78506851196289,-29.285720825195312,-56.845069885253906,23.159372329711914,-8.108699798583984,2.4383883476257324,6.503655433654785,4.739124774932861,-11.33944034576416,-6.947405815124512,14.500097274780273,142.79054260253906,51.12445831298828,74.70217895507812,17.808744430541992,28.217933654785156,30.64101791381836,14.83938217163086,15.362296104431152,22.91602325439453,30.4814453125,8.089118957519531,9.048138618469238,8.780510902404785,6.898556709289551,-5.505208492279053,-9.427024841308594,-2.9813380241394043,0.811009407043457,4.71932315826416,0.36419594287872314,1.3537189960479736,3.8707382678985596,3.8879151344299316,1.0625343322753906,-1.1371314525604248,0.1882825493812561,0,buka15.wav
560.6381741642213,500.5977335022903,3584.0,14336.0,-0.030108284205198288,0.03194444626569748,5.580357142857143e-05,0.00011160714285714285,0.0001674107142857143,0.0002232142857142857,0.00027901785714285713,0.0003348214285714286,0.000390625,0.0004464285714285714,0.0005022321428571428,0.0005580357142857143,0.9999999999999998,-0.0439364552497864,0.025118154706433415,6.6364916871096575,1.0,-0.00013170090230492728,0.08836035840216466,-0.00011552993237273768,0.012562455311126541,-0.8980662822723389,1.8980662822723389,0.17687739368714417,0.15410762894988783,0.1768773446556379,0.03128559505242932,-328.54315185546875,116.22900390625,-6.1905670166015625,-30.14887237548828,-40.83012008666992,7.650093078613281,-6.508444309234619,-3.7035586833953857,-3.680629253387451,-3.8056139945983887,-4.1872029304504395,-8.28123664855957,-6.661766052246094,140.9353790283203,48.08349609375,54.476112365722656,22.380231857299805,24.683685302734375,25.59468650817871,17.79608917236328,13.997517585754395,16.016693115234375,19.678653717041016,12.557215690612793,8.051308631896973,7.239941120147705,-3.326068878173828,-2.574592113494873,0.037873320281505585,0.5922347903251648,0.7938995361328125,0.8770211338996887,0.36429262161254883,1.4073271751403809,0.8760002851486206,0.38991132378578186,0.2762209177017212,0.44585874676704407,0.5069724917411804,0,buka16.wav
791.7027035703727,1124.6775510189082,2252.0,9011.0,-0.17171315848827362,0.15730081498622894,8.87784090909091e-05,0.0001775568181818182,0.00026633522727272725,0.0003551136363636364,0.00044389204545454544,0.0005326704545454545,0.0006214488636363636,0.0007102272727272727,0.0007990056818181819,0.0008877840909090909,1.0,-0.04778597950935365,0.1842097043991089,1.0015001439823479,1.0,-0.00010254003016860444,0.17528750052958084,-0.00017753817519405857,0.09384104609489441,-0.9050654172897339,1.9050654172897339,0.26511527020514924,0.20638818915916024,0.2651152503751746,0.07028609598149149,-197.67947387695312,113.46503448486328,-15.48901653289795,-40.94395446777344,-51.21249771118164,18.789691925048828,-20.64529037475586,8.61303997039795,5.028488636016846,-10.694289207458496,-21.015260696411133,-4.8682637214660645,-5.8652567863464355,131.1973876953125,33.906959533691406,56.68973922729492,23.12854766845703,22.460481643676758,20.344892501831055,16.223512649536133,13.071162223815918,18.67023277282715,13.637067794799805,6.629591464996338,7.816850185394287,10.088709831237793,6.20326042175293,-3.8951144218444824,-6.928921699523926,-2.5805656909942627,1.4892213344573975,1.9096577167510986,-0.19800227880477905,0.8173683285713196,2.6187427043914795,1.8004921674728394,0.33804070949554443,0.4588010609149933,-0.9627151489257812,0,buka17.wav
